product_name;product_type;sales_volume;price;sale_time;date;platform;brand;reviews;rating
Virtual background definition;Thi?t b? âm thanh;3548;254,97;Tháng 6;04/06/2023;Lazada;Muji;465;2,7
Polarized didactic moderator;Bánh ng?t;1925;224,89;Tháng 10;28/11/2021;Lazada;Clinique for Men;673;1,8
Profound interactive structure;Bánh ng?t;3949;32,11;Tháng 8;11/02/2024;Lazada;Cosrx;840;4,3
Profound intermediate product;?? g?;4857;268,16;Tháng 9;18/07/2022;Shopee;L'Occitane;496;1,2
Organic full-range throughput;S?n ph?m tr? m?n;506;403,24;Tháng 5;12/01/2024;Lazada;Make Up For Ever;128;5
Down-sized impactful complexity;?? dùng tr? em;2304;112,5;Tháng 12;06/03/2023;Lazada;TIGI;667;4,3
Integrated homogeneous toolset;D?u t?y trang;53;19,92;Tháng 2;11/09/2022;Lazada;Clarins;41;3,9
Vision-oriented system-worthy middleware;M?t n? ng?;3713;323,49;Tháng 7;04/01/2023;Shopee;Coty;813;3,3
Pre-emptive background secured line;S?n ph?m t?p th? d?c;2057;492,84;Tháng 10;06/03/2023;Shopee;Sunsilk;168;3,5
Re-contextualized bifurcated toolset;Máy s?y tóc;4633;20,33;Tháng 4;08/08/2023;Shopee;Tatcha;286;3,3
Robust radical protocol;M? ph?m Nh?t B?n;3164;451,67;Tháng 10;14/04/2024;Shopee;Nivea Men;423;4,4
Seamless upward-trending functionalities;?? g?;778;79,64;Tháng 2;28/03/2024;Lazada;Hada Labo;564;1,1
Synergized bottom-line definition;?? b?i;4034;362,79;Tháng 4;15/04/2024;Shopee;L'Oréal;794;2,8
Adaptive 3rdgeneration moratorium;?? g?;1989;450,51;Tháng 9;21/02/2022;Shopee;Almay;384;4,6
Intuitive neutral open system;M?t n? ng?;2000;30,9;Tháng 1;27/03/2022;Shopee;The Inkey List;58;2,8
Reverse-engineered radical middleware;Bút k? m?t;4516;144,45;Tháng 1;24/07/2023;Lazada;Pampers;26;2,9
Multi-tiered web-enabled matrix;S?n ph?m làm tr?ng;1421;393,58;Tháng 4;07/09/2022;Lazada;LANEIGE;402;1,9
Integrated dedicated success;B?ng ph?n m?t;2140;72,55;Tháng 10;19/07/2022;Shopee;LG;142;1,6
Public-key exuding interface;Gia d?ng;1893;431,17;Tháng 6;02/06/2024;Lazada;Burt's Bees;98;4,1
Cross-group directional instruction set;S?a t?m;1276;481,02;Tháng 6;07/11/2023;Lazada;Physiogel;512;4,6
Decentralized executive circuit;S?n ph?m làm s?ch;4786;114,39;Tháng 7;03/07/2022;Shopee;Clinique;197;2,7
Devolved next generation forecast;S?n ph?m h? tr? sinh lý;4324;54,32;Tháng 10;03/04/2024;Shopee;Head & Shoulders;281;1,2
Ameliorated heuristic budgetary management;Th?c ph?m ch?c n?ng;1718;473,41;Tháng 9;24/11/2021;Shopee;Uniqlo;102;2,1
Future-proofed mission-critical help-desk;Thi?t b? chi?u sáng;1104;256,24;Tháng 3;30/05/2022;Lazada;Nike;906;4,7
Universal cohesive encoding;D?u g?i;1919;64,63;Tháng 3;25/08/2022;Shopee;Yves Rocher;575;3,9
Ameliorated global access;M?t n? d??ng da;3032;64,12;Tháng 3;29/09/2024;Shopee;Neutrogena;780;1,5
Organized object-oriented portal;?? b?i;4164;426,96;Tháng 12;26/01/2024;Shopee;Burt's Bees;428;5
Ameliorated reciprocal time-frame;Th?c ph?m;753;10,08;Tháng 8;08/08/2023;Lazada;Clinique for Men;870;3
Advanced optimizing definition;?? ?n nhanh;31;420,6;Tháng 10;15/06/2022;Lazada;Garnier;912;1,6
Vision-oriented foreground paradigm;?i?n t?;3125;433,9;Tháng 5;24/12/2021;Shopee;Nivea Men;363;3,2
Optimized mobile array;?? handmade;2910;53,95;Tháng 1;02/02/2023;Lazada;Fa;54;2,9
Ameliorated logistical migration;S?n ph?m làm ??p;1116;33,12;Tháng 9;17/05/2022;Lazada;Sunsilk;515;3,5
Synchronized object-oriented moderator;S?n ph?m d??ng ?m;981;463,45;Tháng 6;15/09/2023;Lazada;Biore;731;1,6
Quality-focused logistical task-force;Giày dép;1382;128,13;Tháng 12;03/12/2022;Shopee;SkinCeuticals;144;2,3
Monitored 5thgeneration standardization;Thi?t b? gia ?ình;2839;114,65;Tháng 3;15/07/2023;Lazada;L'Oreal Elvive;797;3,5
Visionary holistic pricing structure;S?n ph?m b?o v? môi tr??ng;665;58,52;Tháng 1;03/07/2022;Lazada;SNAILWHITE;731;2,7
Automated local hardware;?? ?n nhanh;1028;365,53;Tháng 2;19/06/2022;Lazada;Althea;487;2
Multi-tiered homogeneous circuit;Mì ?n li?n;4974;245,23;Tháng 4;23/04/2023;Lazada;Olay;676;3,3
Down-sized systemic throughput;Ph?n ph?;2649;409,01;Tháng 10;27/08/2024;Shopee;Fenty Beauty;518;4,9
Multi-layered client-driven archive;Th?c ph?m ch?c n?ng;675;249,83;Tháng 6;12/09/2022;Shopee;H&M;228;3
Grass-roots didactic structure;M? ph?m châu Âu;1040;131,76;Tháng 8;25/11/2023;Lazada;Garnier SkinActive;411;3,6
Fully-configurable dynamic firmware;Máy l?c không khí;892;22,61;Tháng 4;30/08/2023;Shopee;Laneige;200;3,7
Innovative hybrid pricing structure;Bút k? m?t;2211;87,81;Tháng 4;09/08/2022;Lazada;Etude House;820;3,2
Synergistic optimal hardware;Kem ch?ng n?ng v?t lý;491;222,92;Tháng 11;08/06/2024;Shopee;Drunk Elephant;384;1,7
Open-source contextually-based attitude;Th?c ph?m s?ch;532;48,81;Tháng 11;26/11/2023;Shopee;Neutrogena;67;3,6
Managed foreground system engine;Gia d?ng;4562;284,16;Tháng 10;05/09/2022;Shopee;Lancôme;206;1,9
Customer-focused multi-state hardware;S?n ph?m t?p th? d?c;467;455,71;Tháng 9;26/08/2024;Shopee;Essie;723;2,7
Optimized interactive hub;?? dùng h?c t?p;982;413,77;Tháng 2;24/08/2024;Shopee;Fanta;318;1,6
Optional explicit policy;S?n ph?m gi?m thâm;514;417,34;Tháng 9;06/02/2022;Shopee;Kraft;494;3,5
Digitized analyzing model;S?n ph?m d??ng tóc;352;303,06;Tháng 6;24/01/2023;Shopee;Neutrogena;409;4,3
Open-source systematic installation;Son bóng;787;204,13;Tháng 7;09/01/2023;Shopee;Simple;186;4,3
De-engineered homogeneous groupware;N??c t?y trang;3259;396,73;Tháng 3;03/09/2022;Lazada;Garnier Fructis;466;2,9
Automated zero tolerance success;D?u g?i;4926;114,18;Tháng 9;04/11/2023;Lazada;Zalora;468;1,5
Integrated grid-enabled moderator;M? ph?m;4321;156,97;Tháng 1;12/06/2023;Lazada;Nestle;232;2
Virtual coherent projection;S?n ph?m gi?m thâm;2751;227,44;Tháng 5;02/08/2022;Lazada;Smashbox;665;1,9
Object-based maximized process improvement;S?n ph?m d??ng ?m;444;345,52;Tháng 7;09/11/2023;Lazada;Zara;18;3,9
Face-to-face impactful hardware;Tinh ch?t d??ng da;1054;208,99;Tháng 12;18/10/2022;Lazada;Lancôme;537;4,3
Configurable disintermediate leverage;Máy l?c không khí;3584;392,72;Tháng 3;09/08/2023;Shopee;Fa;418;2,9
Secured systematic analyzer;S?n ph?m gi?m thâm;4874;71,79;Tháng 4;21/10/2024;Shopee;Burt's Bees;898;2,7
Team-oriented value-added capacity;M?t n? d??ng da;3985;234,57;Tháng 1;19/05/2024;Lazada;Olay;717;4,1
Multi-channeled real-time support;S?a t?m;3110;457,03;Tháng 2;13/06/2023;Lazada;Aveda;951;4,8
Centralized zero tolerance hub;Thi?t b? th? thao;430;455,77;Tháng 2;21/02/2023;Lazada;Huggies;400;2,5
Integrated foreground neural-net;Kem d??ng;1792;336,29;Tháng 3;20/09/2022;Shopee;TRESemmé;510;4,4
Centralized high-level methodology;S?n ph?m t?p th? d?c;2045;139,32;Tháng 10;13/10/2024;Shopee;TIGI;191;4,1
Exclusive high-level task-force;Máy làm ??p;852;51,4;Tháng 11;04/02/2023;Shopee;The Inkey List;625;3,5
Organized stable contingency;?? trang trí;3102;384,51;Tháng 11;07/07/2024;Shopee;Farsali;648;1,7
Multi-tiered multimedia core;D?u g?i;3090;209,83;Tháng 6;17/05/2023;Shopee;Dior;497;3,1
Multi-tiered high-level function;S?n ph?m gi?m thâm;168;88,19;Tháng 1;27/10/2023;Shopee;Glade;222;3,7
Pre-emptive systemic circuit;S?n ph?m ch?ng lão hóa;2325;293,51;Tháng 1;09/05/2023;Shopee;L'Occitane;258;2,4
Configurable multimedia standardization;S?n ph?m ch?m sóc da m?t;3138;386,45;Tháng 8;24/05/2022;Shopee;H&M;886;2,8
Ameliorated dedicated system engine;S?n ph?m b?o v? môi tr??ng;1745;427,04;Tháng 4;08/06/2022;Shopee;Bobbi Brown;645;3,6
Digitized executive array;N??c hoa n?;4135;384,13;Tháng 7;25/09/2023;Shopee;Shu Uemura;520;1,9
Future-proofed clear-thinking moderator;Máy làm ??p;121;23,76;Tháng 11;07/08/2022;Lazada;Smashbox;80;2,3
Focused global capability;S?n ph?m công ngh?;1782;243,16;Tháng 12;12/09/2023;Lazada;Cosrx;174;4,9
Managed static database;M?t n? d??ng da;548;329,88;Tháng 3;23/10/2024;Shopee;Dior;676;1,4
Devolved empowering success;Son môi;3462;201,89;Tháng 9;08/03/2022;Shopee;Coty;915;1,3
Universal multimedia groupware;S?n ph?m làm ??p;1569;104,19;Tháng 2;03/12/2021;Lazada;CeraVe;249;3,7
Ameliorated 24/7 circuit;Thi?t b? ?i?n t?;3483;283,24;Tháng 3;21/07/2022;Lazada;Fa;395;4
Expanded zero tolerance task-force;S?n ph?m làm m?m da;2189;277,9;Tháng 4;06/11/2022;Lazada;TRESemmé;980;1,6
Digitized scalable toolset;S?n ph?m gi?m thâm;2355;496,66;Tháng 3;23/03/2023;Lazada;Olay;852;4,3
Horizontal 4thgeneration leverage;Thi?t b? chi?u sáng;3324;251,21;Tháng 11;25/01/2022;Shopee;Bobbi Brown;49;1,4
Object-based zero administration frame;?? dùng tr? em;3964;80,46;Tháng 2;05/04/2022;Lazada;Burt's Bees;410;1,6
Triple-buffered tangible infrastructure;S?n ph?m công ngh?;3922;431,65;Tháng 8;08/01/2023;Shopee;Tony Moly;196;4,6
User-friendly system-worthy encoding;Máy làm ??p;2419;259,72;Tháng 5;06/01/2022;Shopee;LANEIGE;695;2,9
Multi-layered clear-thinking installation;Serum retinol;3999;135,04;Tháng 9;15/03/2024;Shopee;Anastasia Beverly Hills;31;1,5
Operative explicit Local Area Network;S?n ph?m du l?ch;645;167,13;Tháng 1;30/11/2021;Lazada;Fa;318;2,8
Ameliorated encompassing Graphic Interface;Gel t?m;113;89,1;Tháng 11;24/06/2023;Lazada;O.P.I.;519;4,8
Customizable multimedia moratorium;Giày dép;4000;387,55;Tháng 12;05/03/2023;Shopee;Kraft;121;3,7
Fully-configurable zero tolerance initiative;?? ch?i;2389;355,32;Tháng 6;23/05/2023;Lazada;Samsung;8;2,3
Cross-platform scalable help-desk;Kem m?t;4713;10,64;Tháng 7;13/06/2022;Shopee;Clinique;772;3,9
User-friendly bottom-line capability;S?n ph?m d??ng móng;3067;53,42;Tháng 3;11/05/2022;Lazada;The Inkey List;603;4,6
Mandatory client-server firmware;Son bóng;2253;490,6;Tháng 8;01/11/2022;Lazada;Coty;644;3,5
Horizontal 5thgeneration functionalities;M?t n? thiên nhiên;655;105,88;Tháng 4;14/02/2022;Shopee;MAC Cosmetics;741;3,5
Customizable system-worthy array;S?n ph?m làm ??p;3944;351,98;Tháng 7;19/12/2023;Shopee;Glade;519;2,1
Total optimizing initiative;M? ph?m châu Âu;2636;163,8;Tháng 5;08/11/2023;Shopee;Olay;869;3,3
Persevering national software;Máy s?y tóc;1002;389,03;Tháng 10;05/07/2023;Shopee;Colgate;899;1,3
Multi-layered bi-directional portal;S?n ph?m gi?m thâm;2060;289;Tháng 7;27/02/2024;Lazada;Wella;928;3,3
Intuitive client-server product;?? dùng nhà b?p;3819;220,85;Tháng 8;28/10/2022;Shopee;TRESemmé;956;4,8
Sharable transitional initiative;Th?i trang;4020;50,77;Tháng 4;07/05/2022;Lazada;Dr. Jart+;294;4,1
Advanced mobile product;Kem m?t;169;424,52;Tháng 9;17/11/2021;Shopee;Urban Decay;277;4,8
Cloned didactic structure;Túi xách;2421;417,05;Tháng 6;10/05/2024;Shopee;Neutrogena;521;2
Optional modular core;Mì ?n li?n;3371;300,75;Tháng 7;03/02/2024;Shopee;Neutrogena;547;3,3
Multi-tiered composite array;S?n ph?m làm s?ch c? th?;4879;279,52;Tháng 10;09/02/2022;Lazada;Yves Saint Laurent;917;4
Reduced 6thgeneration array;B?t ?n d?m;417;354,73;Tháng 5;30/04/2022;Lazada;Pond's;483;2,8
Grass-roots directional methodology;D?u g?i;4661;309,88;Tháng 6;11/12/2021;Shopee;Colgate;762;1,7
Persistent intermediate complexity;S?n ph?m làm s?ch c? th?;1020;496,78;Tháng 9;19/10/2023;Shopee;Coca-Cola;964;4,7
Adaptive dynamic implementation;S?n ph?m d??ng móng;4288;67,02;Tháng 2;25/03/2022;Lazada;L'Occitane;392;4,1
Balanced client-server data-warehouse;N??c hoa n?;451;424,35;Tháng 9;25/09/2023;Lazada;SNAILWHITE;667;1,3
Multi-layered encompassing moderator;S?n ph?m làm s?ch c? th?;1812;312,46;Tháng 7;18/05/2024;Lazada;O.P.I.;939;4,1
Cloned contextually-based customer loyalty;?i?n t?;1582;274,37;Tháng 7;20/07/2024;Lazada;Sony;298;1,3
Up-sized asymmetric utilization;S?n ph?m công ngh?;2917;336,13;Tháng 5;23/07/2023;Lazada;Huggies;806;4,5
Re-contextualized explicit artificial intelligence;S?n ph?m d??ng tóc;462;214,08;Tháng 12;06/08/2022;Lazada;Freeman;922;4,3
Stand-alone interactive protocol;?i?n t?;582;366,7;Tháng 4;08/07/2022;Shopee;Dove;447;4,6
Visionary empowering help-desk;S?n ph?m d??ng ?m;4686;494,49;Tháng 10;21/01/2024;Shopee;LG;781;3,9
Phased upward-trending interface;Mì ?n li?n;1097;334,57;Tháng 9;13/12/2021;Shopee;Drunk Elephant;238;1,1
Operative discrete intranet;Ph? ki?n th?i trang;3171;317,26;Tháng 9;25/09/2022;Lazada;Kraft;83;4,5
Visionary systemic focus group;Thi?t b? âm thanh;1029;232,17;Tháng 3;04/05/2023;Lazada;LANEIGE;708;3,3
Profit-focused dynamic interface;S?n ph?m d??ng móng;3730;26,93;Tháng 4;18/01/2023;Shopee;Bioré;930;1,6
Automated mobile structure;Thi?t b? v?n phòng;4115;110,48;Tháng 5;08/09/2023;Lazada;Sally Hansen;189;4,4
Distributed attitude-oriented orchestration;M?t n? thiên nhiên;4019;409,31;Tháng 10;21/03/2023;Shopee;Tony Moly;880;4
Integrated neutral framework;M? ph?m;1379;101,42;Tháng 4;29/05/2022;Shopee;Huggies;244;3,6
Cloned zero tolerance collaboration;S?n ph?m công ngh?;319;122,72;Tháng 11;20/08/2023;Lazada;Fenty Beauty;912;1,3
Public-key stable analyzer;Bánh k?o;4857;316,1;Tháng 8;13/08/2024;Shopee;TRESemmé;785;3,8
Multi-lateral radical instruction set;Th?c ph?m ch?c n?ng;2600;319,95;Tháng 8;14/11/2023;Lazada;Revlon;994;1,7
Triple-buffered disintermediate hub;D?u g?i;1831;312,03;Tháng 6;09/10/2024;Shopee;Tarte Cosmetics;493;3,1
Reverse-engineered tertiary analyzer;Giày dép;2053;98,89;Tháng 1;29/06/2024;Shopee;Benton;423;3,3
Business-focused optimizing standardization;Thi?t b? gia ?ình;1268;235,85;Tháng 10;08/03/2023;Shopee;Essie;502;2,8
Cross-platform incremental flexibility;Th?c ph?m s?ch;1976;310,13;Tháng 10;12/06/2024;Lazada;Anastasia Beverly Hills;15;4,1
Balanced bandwidth-monitored Graphic Interface;M? ph?m trang ?i?m;1797;16,67;Tháng 12;08/10/2022;Shopee;Paula's Choice;142;2,9
Innovative radical groupware;S?n ph?m làm s?ch;4177;222,53;Tháng 12;24/03/2024;Lazada;Uniqlo;882;4,3
Grass-roots full-range functionalities;Túi xách;3410;471,15;Tháng 5;04/01/2023;Lazada;Pampers;35;2,9
Advanced executive artificial intelligence;Th?c ph?m s?ch;1840;90,08;Tháng 2;17/03/2022;Shopee;Estée Lauder;458;2,9
Vision-oriented upward-trending Graphic Interface;?? g?;1607;431,3;Tháng 12;11/10/2024;Lazada;Huda Beauty;585;2,3
Focused foreground open system;?? trang trí;3113;31,16;Tháng 3;10/08/2022;Lazada;Garnier Fructis;312;4,1
Polarized systemic help-desk;S?n ph?m d??ng móng;3711;183,85;Tháng 7;19/01/2023;Lazada;Benefit Cosmetics;696;4,5
Decentralized 4thgeneration infrastructure;Sách;4071;276,52;Tháng 3;09/06/2022;Lazada;Simple;918;5
Inverse incremental neural-net;S?n ph?m ch?m sóc s?c kh?e;4645;415,64;Tháng 7;18/09/2024;Lazada;Dior;297;1,4
Down-sized incremental structure;V?n phòng ph?m;3012;198,54;Tháng 6;29/12/2021;Shopee;The Body Shop Tea Tree;785;2
Configurable well-modulated synergy;S?n ph?m làm s?ch sâu;4641;243,59;Tháng 12;17/04/2024;Shopee;Tony Moly;763;2,8
Assimilated 3rdgeneration synergy;M? ph?m Nh?t B?n;1831;35,24;Tháng 10;22/09/2023;Lazada;Urban Decay;415;1,8
Stand-alone fresh-thinking analyzer;M? ph?m t? nhiên;3967;413,28;Tháng 6;16/02/2023;Lazada;Aveda;245;1,4
User-centric bifurcated migration;S?n ph?m ch?m sóc s?c kh?e;2950;89,63;Tháng 1;21/07/2022;Lazada;Pond's;363;2,3
Multi-channeled interactive standardization;M? ph?m;3879;63,45;Tháng 4;26/05/2024;Shopee;SkinCeuticals;124;2,2
Organized non-volatile matrices;Ph? ki?n th?i trang;2844;43,81;Tháng 5;17/03/2024;Shopee;P&G;5;4,6
Programmable real-time projection;Bánh ng?t;3963;323,04;Tháng 4;08/09/2024;Lazada;Jojoba Oil;859;4,7
Re-contextualized systemic open system;B?ng ph?n m?t;4004;418,38;Tháng 10;10/09/2022;Lazada;Essie;468;1,4
Adaptive asymmetric secured line;?? ch?i giáo d?c;1622;379,77;Tháng 12;04/02/2022;Shopee;Colgate;235;5
Reduced modular artificial intelligence;S?n ph?m làm ??p;107;19,57;Tháng 10;26/09/2023;Lazada;Mason Jar;302;3,6
Right-sized grid-enabled open architecture;Máy s?y tóc;753;167,4;Tháng 10;15/12/2021;Lazada;L'Occitane;415;2,6
Stand-alone optimizing complexity;Gel t?m;3652;176,75;Tháng 6;06/11/2022;Lazada;Fa;165;1,7
Integrated next generation standardization;Son bóng;1257;349,46;Tháng 8;01/07/2024;Shopee;Huggies;379;2
Stand-alone eco-centric hub;Th?c ph?m ch?c n?ng gi?m cân;2456;231,69;Tháng 12;16/09/2024;Shopee;Nivea Men;344;2,8
Balanced reciprocal challenge;M?t n? ng?;3825;432,77;Tháng 5;27/06/2022;Lazada;L'Oréal;448;4
Centralized stable neural-net;S?n ph?m t?p th? d?c;2451;345,77;Tháng 6;07/01/2024;Shopee;Tony Moly;360;1,5
Organized high-level orchestration;Gel t?m;3030;486,23;Tháng 7;21/12/2023;Lazada;Estée Lauder;791;3,6
Self-enabling motivating attitude;?? ?n nhanh;2752;119,52;Tháng 3;15/01/2022;Shopee;Pond's;339;3,1
Down-sized web-enabled matrices;Ph? ki?n th?i trang;4129;109,03;Tháng 6;15/03/2024;Shopee;Clinique for Men;4;4,5
Self-enabling object-oriented forecast;M? ph?m t? nhiên;1461;17,05;Tháng 3;26/08/2023;Lazada;Lancôme;430;3,2
Exclusive even-keeled circuit;Thi?t b? v?n phòng;935;112,78;Tháng 7;11/08/2023;Shopee;Benefit Cosmetics;754;3,7
De-engineered well-modulated pricing structure;S?n ph?m ch?ng lão hóa;1754;369,44;Tháng 10;27/05/2022;Shopee;Revlon Colorstay;599;3,1
Distributed full-range moratorium;S?n ph?m t?p th? d?c;4600;340,7;Tháng 7;28/01/2023;Shopee;L'Oréal Professionnel;633;3,6
Horizontal reciprocal adapter;M? ph?m h?u c?;2889;147,63;Tháng 10;28/10/2022;Shopee;Uniqlo;112;4,5
Operative homogeneous monitoring;S?n ph?m gi?m cân;2521;262,98;Tháng 3;24/12/2022;Lazada;Simple;285;2,4
Automated needs-based adapter;V?n phòng ph?m;4863;410,44;Tháng 3;02/08/2022;Shopee;TRESemmé;649;1,8
Multi-tiered bottom-line contingency;S?n ph?m làm s?ch;3291;457,83;Tháng 6;04/01/2022;Shopee;Kraft;915;1,2
Integrated logistical forecast;Th?c ph?m ch?c n?ng gi?m cân;4907;145,03;Tháng 11;17/09/2024;Lazada;Dior;769;2,7
Enhanced uniform task-force;Kem d??ng;779;103,35;Tháng 7;26/03/2024;Shopee;The Inkey List;102;1,5
Robust intermediate middleware;N??c hoa nam;1980;171,83;Tháng 10;07/12/2022;Shopee;The Body Shop Tea Tree;959;3,5
Enterprise-wide global moratorium;?i?n t?;961;361,64;Tháng 6;28/08/2024;Shopee;L'Occitane;717;1
Open-source incremental attitude;Máy ?nh;4429;429,84;Tháng 11;25/09/2023;Lazada;Samsung;314;4,7
Centralized systemic application;N??c hoa h?ng;4016;294,36;Tháng 12;06/11/2022;Lazada;L'Occitane;865;1,5
Profit-focused even-keeled time-frame;S?n ph?m b?o v? môi tr??ng;2132;425,44;Tháng 11;24/10/2023;Lazada;Laneige;78;3,7
Multi-tiered discrete matrices;Gel t?m;3324;362,42;Tháng 12;23/11/2022;Lazada;Dove Purely Pampering;324;2
Grass-roots maximized neural-net;S?n ph?m b?o v? môi tr??ng;4560;212,27;Tháng 1;02/10/2022;Lazada;Aveda;513;3,4
Reduced contextually-based info-mediaries;M? ph?m h?u c?;3228;456,42;Tháng 10;04/04/2023;Lazada;Pampers;26;1,3
User-friendly value-added architecture;Thi?t b? âm thanh;2524;33,75;Tháng 9;21/01/2023;Shopee;Laneige;64;2
Monitored 5thgeneration model;S?n ph?m ch?ng gàu;2842;267,7;Tháng 6;11/07/2022;Shopee;Bioré;686;4,1
Universal even-keeled application;S?n ph?m d??ng móng;801;171,54;Tháng 2;04/08/2024;Lazada;Fenty Beauty;898;2,6
Centralized user-facing task-force;Máy tính xách tay;1802;124,94;Tháng 4;15/07/2024;Lazada;Aveda;398;1,8
Synergized actuating architecture;S?n ph?m h? tr? sinh lý;3360;454,94;Tháng 7;08/11/2021;Lazada;O.P.I.;24;2,4
Total heuristic knowledgebase;Ph? ki?n th?i trang;925;342,99;Tháng 1;17/12/2021;Lazada;Yves Rocher;207;4,1
Adaptive static definition;S?n ph?m d??ng ?m;3991;431,6;Tháng 11;26/06/2024;Shopee;Samsung;763;2,6
Distributed interactive Internet solution;D?u g?i;3707;102,53;Tháng 6;29/06/2024;Lazada;Anastasia Beverly Hills;973;3,5
Seamless zero administration definition;M? ph?m Nh?t B?n;689;67,36;Tháng 3;19/04/2022;Lazada;Laneige;541;3,4
Re-contextualized 5thgeneration database;D?u t?y trang;1551;391,2;Tháng 8;15/08/2022;Shopee;Nivea;106;3
Sharable 24hour database;M?t n? thiên nhiên;4350;474,38;Tháng 2;28/02/2023;Shopee;H&M;459;3,3
Stand-alone web-enabled forecast;Tinh ch?t d??ng da;2764;235,57;Tháng 9;28/01/2024;Lazada;Jojoba Oil;168;1,4
Profound object-oriented extranet;V?n phòng ph?m;741;92,59;Tháng 2;15/12/2022;Shopee;Nivea;288;2,3
Synergistic background leverage;Thi?t b? ?i?n t?;2731;293,86;Tháng 1;04/03/2024;Shopee;Huggies;290;2,9
Mandatory 3rdgeneration hierarchy;Th?c ph?m ch?c n?ng;845;97,26;Tháng 1;20/09/2024;Shopee;Urban Decay;456;1,2
Assimilated leadingedge moderator;S?n ph?m h? tr? sinh lý;4485;175,99;Tháng 5;03/09/2023;Shopee;Samsung;681;3,8
Cross-group exuding productivity;M?t n? ng?;3979;197,49;Tháng 9;18/04/2024;Lazada;Fenty Beauty;583;2,5
Self-enabling human-resource algorithm;B?ng ph?n m?t;389;414,13;Tháng 7;24/12/2022;Shopee;Coca-Cola;667;1,9
Monitored 4thgeneration website;Thi?t b? th? thao;1089;187,99;Tháng 4;13/02/2024;Lazada;Dove Men+Care;931;3,8
Phased bandwidth-monitored intranet;Tinh ch?t d??ng da;1907;438,4;Tháng 11;16/04/2023;Shopee;The Body Shop;939;3,6
Decentralized homogeneous array;S?n ph?m làm s?ch;2414;416,81;Tháng 5;01/06/2023;Shopee;Cosrx;613;2,7
Operative upward-trending knowledgebase;S?n ph?m x?t khoáng;131;155,57;Tháng 2;12/08/2023;Lazada;Coty;779;4,6
Right-sized neutral capacity;D?u g?i;4431;159,41;Tháng 5;11/02/2024;Shopee;Bobbi Brown;978;4,4
Public-key hybrid structure;?i?n tho?i thông minh;3177;323,2;Tháng 9;14/06/2024;Lazada;Too Faced;751;3,2
Customizable object-oriented complexity;S?n ph?m d??ng tóc;3993;129,67;Tháng 8;07/12/2021;Lazada;Adidas;961;4,3
Assimilated multimedia model;Bánh ng?t;4464;67,95;Tháng 6;01/05/2024;Shopee;H&M;327;3,2
